City_ID,City,Country,Date,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
210,Rock Sound,BS,2021-01-31 17:09:58,2021-01-31 17:09:58,24.9,-76.2,72.25,69,78,17.65
211,Jumla,NP,2021-01-31 17:09:58,2021-01-31 17:09:58,29.2747,82.1838,33.15,75,0,3.24
212,Sakakah,SA,2021-01-31 17:09:59,2021-01-31 17:09:59,29.9697,40.2064,60.8,23,0,7.11
213,Morant Bay,JM,2021-01-31 17:09:59,2021-01-31 17:09:59,17.8815,-76.4093,86.0,65,20,28.77
214,Rodez,FR,2021-01-31 17:09:59,2021-01-31 17:09:59,44.5,2.5833,46.99,93,90,9.22
215,Meulaboh,ID,2021-01-31 17:09:59,2021-01-31 17:09:59,4.1363,96.1285,76.91,87,80,4.97
216,Ambilobe,MG,2021-01-31 17:09:59,2021-01-31 17:09:59,-13.2,49.05,76.69,90,93,1.28
217,San Jose De Guanipa,VE,2021-01-31 17:09:59,2021-01-31 17:09:59,8.8872,-64.1651,86.79,51,84,14.63
218,Bacalar,MX,2021-01-31 17:10:00,2021-01-31 17:10:00,18.6667,-88.3833,82.4,74,40,16.11
219,Rohnert Park,US,2021-01-31 17:09:29,2021-01-31 17:09:29,38.3396,-122.7011,51.01,98,100,4.47
220,Saint George,US,2021-01-31 17:08:46,2021-01-31 17:08:46,37.1041,-113.5841,33.8,86,1,3.76
221,Baykit,RU,2021-01-31 17:10:00,2021-01-31 17:10:00,61.67,96.37,-32.3,77,1,0.92
222,Novosibirsk,RU,2021-01-31 17:10:00,2021-01-31 17:10:00,55.0411,82.9344,-13.0,77,0,2.24
223,Kumluca,TR,2021-01-31 17:10:00,2021-01-31 17:10:00,36.3703,30.2869,55.36,63,19,5.75
224,Henties Bay,NA,2021-01-31 17:06:03,2021-01-31 17:06:03,-22.116,14.2845,66.99,82,86,11.65
225,Canmore,CA,2021-01-31 17:09:27,2021-01-31 17:09:27,51.0834,-115.3521,26.6,86,28,2.3
226,Gawler,AU,2021-01-31 17:10:01,2021-01-31 17:10:01,-34.6,138.7333,69.01,56,100,5.99
227,Domoni,KM,2021-01-31 17:10:01,2021-01-31 17:10:01,-12.2569,44.5319,80.38,76,51,5.1
228,Mayo,US,2021-01-31 17:10:01,2021-01-31 17:10:01,38.8876,-76.5119,32.0,100,90,10.36
