City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Broome,US,42.2506,-75.833,26.01,63,100,1.99,overcast clouds
348,Katyuzhanka,UA,50.806,30.1376,17.6,100,39,6.71,mist
349,Beoumi,CI,7.6736,-5.5764,87.8,37,0,4.61,haze
350,Esperance,AU,-33.8667,121.9,57.2,94,16,5.75,few clouds
351,Prata,BR,-19.3072,-48.9242,88.14,48,60,4.9,broken clouds
352,Nassau,US,40.7507,-73.5829,27.0,50,40,5.75,scattered clouds
353,Polis,CY,35.0367,32.4264,51.8,82,20,10.36,few clouds
354,Ust-Kulom,RU,61.6864,53.6902,29.26,97,100,15.43,light snow
355,Gazojak,TM,41.1875,61.4036,39.2,70,0,4.18,clear sky
356,Belmonte,BR,-15.8631,-38.8828,82.4,78,75,6.91,broken clouds
357,Gizo,SB,-8.103,156.8419,84.58,72,100,17.16,overcast clouds
358,Port Blair,IN,11.6667,92.75,79.29,81,29,12.12,scattered clouds
359,Guider,CM,9.9342,13.9486,80.38,16,0,6.58,clear sky
360,Klaeng,TH,12.7797,101.6483,73.0,90,54,1.74,broken clouds
361,Matli,PK,25.0431,68.6557,61.57,89,1,8.72,clear sky
362,Chiriqui Grande,PA,8.95,-82.1167,75.0,43,88,10.0,overcast clouds
363,Bela,IN,25.9333,81.9833,49.46,49,0,1.74,clear sky
364,San Jose,US,37.3394,-121.895,64.99,41,75,12.66,broken clouds
365,Nefteyugansk,RU,61.0998,72.6035,8.6,92,40,2.24,light snow
366,Mercedes,AR,-34.6515,-59.4307,71.01,78,99,5.99,overcast clouds
367,Chimoio,MZ,-19.1164,33.4833,69.91,100,13,3.36,few clouds
368,Qiongshan,CN,20.0058,110.3542,66.2,100,75,4.47,broken clouds
369,Sirajganj,BD,24.45,89.7167,61.54,47,0,5.3,clear sky
370,Coihaique,CL,-45.5752,-72.0662,77.0,29,20,5.75,few clouds
371,Khandyga,RU,62.6667,135.6,-52.24,76,71,1.77,broken clouds
372,Namatanai,PG,-3.6667,152.4333,79.54,72,100,2.51,overcast clouds
373,Palmer,US,42.1584,-72.3287,26.01,49,75,0.76,broken clouds
374,Ginda,IN,30.6945,78.4932,41.11,48,0,6.13,clear sky
375,Guerrero Negro,MX,27.9769,-114.0611,69.48,29,100,3.36,overcast clouds
376,Pitimbu,BR,-7.4706,-34.8086,86.0,66,40,16.11,scattered clouds
377,Te Anau,NZ,-45.4167,167.7167,55.04,79,100,0.83,overcast clouds
378,Saint-Georges,GD,12.0564,-61.7485,84.2,70,40,24.16,scattered clouds
379,Raudeberg,NO,61.9875,5.1352,30.2,93,90,4.61,overcast clouds
380,Galle,LK,6.0367,80.217,75.22,87,3,2.26,clear sky
381,Qinzhou,CN,21.95,108.6167,65.01,82,100,6.06,overcast clouds
382,Berlevag,NO,70.8578,29.0864,28.4,80,75,19.57,light snow
383,Surt,LY,31.2089,16.5887,63.54,70,100,20.22,overcast clouds
384,Acari,PE,-15.4311,-74.6158,82.81,43,1,11.61,clear sky
385,Concepcion Del Oro,MX,24.6333,-101.4167,70.2,22,0,2.93,clear sky
386,Plouzane,FR,48.3833,-4.6167,51.8,93,90,12.66,light rain
387,Salekhard,RU,66.53,66.6019,-20.09,88,100,4.79,overcast clouds
388,Ondjiva,AO,-17.0667,15.7333,69.85,75,100,6.82,overcast clouds
389,Half Moon Bay,US,37.4636,-122.4286,63.0,71,1,6.91,clear sky
390,Clyde River,CA,70.4692,-68.5914,-5.8,71,75,10.36,broken clouds
391,Lahaina,US,20.8783,-156.6825,73.4,68,20,16.11,few clouds
392,Mgandu,TZ,-5.95,34.1333,62.35,96,100,4.99,overcast clouds
393,Tuatapere,NZ,-46.1333,167.6833,58.19,72,11,3.49,few clouds
394,San Cristobal,VE,7.7669,-72.225,93.2,31,20,16.11,few clouds
395,Lashio,MM,22.9333,97.75,48.63,79,0,1.59,clear sky
396,Vostok,RU,46.4856,135.8833,-5.49,92,100,3.76,overcast clouds
397,Nicoya,CR,10.1483,-85.452,89.6,43,0,17.27,clear sky
398,Cartagena Del Chaira,CO,1.3349,-74.8429,93.92,36,75,3.87,broken clouds
399,Darhan,MN,49.4867,105.9228,-19.08,80,1,5.1,clear sky
400,Westerly,US,41.3776,-71.8273,25.0,63,1,4.29,clear sky
401,Sobolevo,RU,54.4299,31.8996,20.93,96,99,13.06,overcast clouds
402,Varzea Grande,BR,-15.6467,-56.1325,87.8,58,75,6.91,heavy intensity rain
403,Shingu,JP,33.7333,135.9833,40.68,70,0,4.92,clear sky
404,Nador,MA,35.174,-2.9287,62.6,72,0,20.71,clear sky
405,Atar,MR,20.5169,-13.0499,73.74,19,88,9.71,overcast clouds
406,Tirumullaivasal,IN,11.2333,79.8333,76.21,82,25,12.95,scattered clouds
407,Klaksvik,FO,62.2266,-6.589,28.4,74,75,6.91,light snow
408,Glenwood Springs,US,39.5505,-107.3248,35.01,59,1,3.44,clear sky
409,Ballina,AU,-28.8667,153.5667,71.6,83,75,6.91,broken clouds
410,Dalbandin,PK,28.8947,64.4101,59.29,34,0,6.58,clear sky
411,Buta,CD,2.7858,24.73,72.07,44,61,1.07,broken clouds
412,Ust-Nera,RU,64.5667,143.2,-33.77,73,99,6.96,overcast clouds
413,Khandbari,NP,27.3747,87.2039,46.6,58,0,2.26,clear sky
414,Aklavik,CA,68.2191,-135.0107,-13.0,77,90,12.66,snow
415,Osakarovka,KZ,50.565,72.5692,17.64,91,68,5.3,broken clouds
416,Bilibino,RU,68.0546,166.4372,-15.0,82,100,7.11,overcast clouds
417,Vao,NC,-22.6667,167.4833,76.12,75,100,23.91,overcast clouds
418,Kawalu,ID,-7.3817,108.2082,71.91,86,100,2.42,overcast clouds
419,Zaozerne,UA,45.1582,33.2787,46.99,69,100,5.99,overcast clouds
420,Panzhihua,CN,26.5851,101.7128,43.0,65,3,0.87,clear sky
421,Scalea,IT,39.813,15.7956,51.01,78,84,3.0,light rain
422,Gorontalo,ID,0.5412,123.0595,74.95,86,100,3.98,overcast clouds
423,Kutum,SD,14.2,24.6667,61.63,28,0,7.09,clear sky
424,Olinda,BR,-8.0089,-34.8553,80.6,65,40,9.22,scattered clouds
425,Grand Gaube,MU,-20.0064,57.6608,81.0,75,66,8.99,broken clouds
426,Candido De Abreu,BR,-24.5669,-51.3333,70.81,94,100,1.77,light rain
427,Sabha,LY,27.0377,14.4283,60.58,27,0,7.36,clear sky
428,Angoche,MZ,-16.2325,39.9086,81.23,76,100,12.21,overcast clouds
429,Ancud,CL,-41.8697,-73.8203,71.6,46,0,6.91,clear sky
430,Iskateley,RU,67.6803,53.1512,7.88,95,71,8.68,broken clouds
431,Ravar,IR,31.2656,56.8055,50.5,44,0,1.59,clear sky
432,Lensk,RU,60.7253,114.9278,-28.5,79,100,9.64,overcast clouds
433,Nakamura,JP,32.9833,132.9333,41.04,83,0,2.51,clear sky
434,Vila,PT,42.0304,-8.1588,52.0,95,100,21.0,overcast clouds
435,Lala,PH,7.9745,123.7458,76.44,81,100,6.46,light rain
436,Livingstonia,MW,-10.606,34.1063,64.98,90,100,3.49,moderate rain
437,Agde,FR,43.3108,3.4758,54.0,82,40,6.91,scattered clouds
438,Cayenne,GF,4.9333,-52.3333,84.2,70,75,12.66,broken clouds
439,Fort Pierce,US,27.4467,-80.3256,78.8,44,75,10.36,broken clouds
440,Shenjiamen,CN,29.9576,122.298,51.64,93,86,9.6,overcast clouds
441,Pavilosta,LV,56.8879,21.1859,32.0,80,90,1.14,overcast clouds
442,Tungor,RU,53.3808,142.9564,-14.71,81,0,17.72,clear sky
443,Batticaloa,LK,7.7102,81.6924,77.63,84,3,7.87,clear sky
444,Vianden,LU,49.935,6.2089,33.01,95,100,1.99,overcast clouds
445,Margate,GB,51.3813,1.3862,39.99,97,100,3.0,overcast clouds
446,Sinjai,ID,-5.1241,120.253,75.63,80,100,4.07,light rain
447,Quatre Cocos,MU,-20.2078,57.7625,81.0,78,75,11.5,broken clouds
448,Mezen,RU,65.8522,44.24,10.13,96,100,5.93,overcast clouds
449,Szob,HU,47.8192,18.8702,32.0,70,54,4.56,broken clouds
450,Urman,RU,54.8831,56.8742,24.28,94,63,6.13,broken clouds
451,Kidal,ML,18.4411,1.4078,69.31,18,0,7.83,clear sky
452,Lagoa,PT,39.05,-27.9833,62.17,85,100,26.78,overcast clouds
453,Nome,US,64.5011,-165.4064,-5.8,59,1,8.05,clear sky
454,Kontagora,NG,10.3999,5.4695,81.05,16,57,5.19,broken clouds
455,Ratnagiri,IN,16.9833,73.3,76.19,53,0,7.56,clear sky
456,Bayangol,RU,50.6977,103.4656,-26.48,78,0,2.55,clear sky
457,Tondano,ID,1.3038,124.9112,75.2,100,40,2.3,scattered clouds
458,Bonnyville,CA,54.2668,-110.735,5.0,56,1,4.61,clear sky
459,Hammerfest,NO,70.6634,23.6821,26.6,80,75,14.97,snow
460,Lincoln,US,40.8,-96.667,30.99,69,90,16.11,overcast clouds
461,Ishigaki,JP,24.3448,124.1572,68.54,71,38,16.96,scattered clouds
462,Edson,CA,53.5835,-116.4356,12.2,85,1,2.3,mist
463,Shemonaikha,KZ,50.6328,81.9056,8.83,89,100,0.76,overcast clouds
464,Rocha,UY,-34.4833,-54.3333,67.68,74,99,12.82,overcast clouds
465,Laguna,US,38.421,-121.4238,63.0,48,1,6.91,clear sky
466,Gweta,BW,-20.1833,25.2333,78.53,66,100,10.47,overcast clouds
467,Padang,ID,-0.9492,100.3543,77.25,75,94,5.19,overcast clouds
468,Sovetskiy,RU,61.3614,63.5842,2.26,94,100,7.54,overcast clouds
469,Ilo,PE,-17.6394,-71.3375,73.58,65,0,9.46,clear sky
470,Correntina,BR,-13.3433,-44.6367,85.59,42,81,1.63,broken clouds
471,Yamada,JP,39.4667,141.95,23.04,91,63,5.39,broken clouds
472,Kieta,PG,-6.2167,155.6333,81.18,79,100,11.63,overcast clouds
473,Mudgee,AU,-32.5943,149.5871,66.99,88,75,4.61,broken clouds
474,Sorong,ID,-0.8833,131.25,80.02,82,100,7.56,overcast clouds
475,Chiang Klang,TH,19.2938,100.8617,68.49,63,100,1.12,overcast clouds
476,Kasongo-Lunda,CD,-6.4667,16.8167,72.1,85,0,0.36,light rain
477,Belaya Gora,RU,68.5333,146.4167,-33.61,83,100,4.12,overcast clouds
478,Balabac,PH,7.9868,117.0645,80.22,78,100,17.54,overcast clouds
479,Holland,US,42.7875,-86.1089,32.0,69,90,12.66,overcast clouds
480,Ndende,GA,-2.4008,11.3581,75.09,93,100,3.85,moderate rain
481,Vuktyl,RU,63.8567,57.3094,20.93,96,100,11.99,overcast clouds
482,Opuwo,NA,-18.0607,13.84,71.56,48,100,12.15,overcast clouds
483,Abu Samrah,SY,35.3029,37.1841,48.04,86,2,7.31,clear sky
484,Sibolga,ID,1.7427,98.7792,74.82,79,99,4.85,overcast clouds
485,Kushima,JP,31.4583,131.2333,41.0,76,12,4.0,few clouds
486,Thoen,TH,17.6129,99.2161,70.66,62,6,1.39,clear sky
487,Masuguru,TZ,-11.3667,38.4167,74.12,94,100,5.01,light rain
488,Port Hardy,CA,50.6996,-127.4199,44.6,93,75,6.91,light rain
489,Tumaco,CO,1.7986,-78.8156,82.78,75,15,8.7,few clouds
490,Canakkale,TR,40.0833,26.8333,59.0,55,0,13.8,clear sky
491,College,US,64.8569,-147.8028,-5.8,77,90,0.45,light snow
492,Roma,US,43.2128,-75.4557,19.99,57,1,5.75,clear sky
493,Terrell,US,32.736,-96.2753,55.99,47,1,17.27,clear sky
494,Lovozero,RU,68.005,35.0117,6.53,94,7,4.92,clear sky
495,Katherine,AU,-14.4667,132.2667,77.0,88,40,7.52,scattered clouds
496,Taltal,CL,-25.4,-70.4833,73.42,57,22,8.99,few clouds
497,Monki,PL,53.405,22.7979,19.99,83,0,10.58,clear sky
498,Porbandar,IN,21.6422,69.6093,64.2,59,0,9.86,clear sky
499,Murray,US,40.6669,-111.888,44.01,56,1,2.82,clear sky
500,Limbe,CM,4.0242,9.2149,82.4,89,20,2.3,few clouds
501,San Luis,AR,-33.295,-66.3356,60.19,77,100,15.08,overcast clouds
502,Igarka,RU,67.4667,86.5833,-16.98,87,100,17.56,light snow
503,Asau,RO,46.4333,26.4,30.0,69,100,3.4,overcast clouds
504,Shimanovsk,RU,52.0,127.7,-32.1,84,0,5.28,clear sky
505,Togur,RU,58.3631,82.8265,-14.89,87,100,6.64,overcast clouds
506,Mattru,SL,7.6244,-11.8332,79.74,72,0,6.02,clear sky
507,Tazovskiy,RU,67.4667,78.7,-11.18,90,100,14.74,light snow
508,Plettenberg Bay,ZA,-34.0527,23.3716,69.85,82,47,15.37,light rain
509,Aichach,DE,48.4576,11.1341,32.0,93,90,6.91,overcast clouds
510,Cherskiy,RU,68.75,161.3,-20.97,80,92,5.12,overcast clouds
511,Ulladulla,AU,-35.35,150.4667,66.2,100,90,1.45,overcast clouds
512,Bethanien,NA,-26.502,17.1583,78.78,17,0,12.01,clear sky
513,Red Bluff,US,40.1785,-122.2358,51.8,76,90,5.75,overcast clouds
514,Shelburne,CA,44.0787,-80.2041,21.2,67,1,9.22,clear sky
515,Soure,BR,-0.7167,-48.5233,82.62,78,19,13.35,few clouds
516,Deputatskiy,RU,69.3,139.9,-33.16,86,96,1.7,overcast clouds
517,Jiuquan,CN,39.7432,98.5174,21.29,72,0,1.83,clear sky
518,Nemuro,JP,43.3236,145.575,18.95,90,0,12.71,clear sky
519,Esfahan,IR,32.6572,51.6776,35.6,27,0,4.61,clear sky
520,Soria,ES,41.6667,-2.6667,48.99,85,27,7.0,scattered clouds
521,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.0,54,0,20.71,clear sky
522,Quimper,FR,48.0,-4.1,51.8,100,90,14.97,overcast clouds
523,Kodinsk,RU,58.6881,99.1844,-38.51,79,14,2.01,few clouds
524,Lixourion,GR,38.2019,20.4314,62.6,88,75,23.02,broken clouds
525,Kargil,IN,34.5667,76.1,5.38,84,100,3.09,light snow
526,Sonqor,IR,34.7837,47.6004,44.6,93,75,9.22,broken clouds
527,Tigil,RU,57.8,158.6667,-2.02,92,100,7.49,overcast clouds
528,Brewster,US,41.3973,-73.6171,24.01,49,90,3.11,overcast clouds
529,San Miguelito,PA,9.0333,-79.5,89.6,55,20,16.11,few clouds
530,Port Augusta,AU,-32.5,137.7667,68.0,83,100,10.36,overcast clouds
531,Aksu,CN,41.1231,80.2644,20.16,76,0,3.8,clear sky
532,Fort Nelson,CA,58.8053,-122.7002,-14.8,76,75,4.61,light snow
533,Talnakh,RU,69.4865,88.3972,-25.2,73,88,9.26,overcast clouds
534,Yarada,IN,17.65,83.2667,77.0,83,75,2.3,mist
535,Pachino,IT,36.7186,15.0907,50.0,87,75,5.75,broken clouds
536,Shiyan,CN,32.6475,110.7781,45.43,61,100,3.09,overcast clouds
537,Luganville,VU,-15.5333,167.1667,78.78,79,100,1.16,overcast clouds
538,Kisangani,CD,0.5167,25.2,74.5,61,95,1.92,overcast clouds
539,Sakakah,SA,29.9697,40.2064,53.6,32,0,4.56,clear sky
540,Divnoye,RU,45.9089,43.3547,43.45,86,100,9.57,overcast clouds
541,Key Largo,US,25.0865,-80.4473,75.99,69,100,7.0,overcast clouds
542,Fort Morgan,US,40.2503,-103.8,48.2,20,1,8.05,clear sky
543,Kemijarvi,FI,66.7131,27.4306,10.18,95,94,4.83,light snow
544,Malakal,SS,9.5334,31.6605,80.76,19,0,7.14,clear sky
545,Doha,QA,25.2867,51.5333,62.6,63,0,8.05,clear sky
546,Woodway,US,31.506,-97.205,60.8,39,1,18.41,clear sky
547,Nanortalik,GL,60.1432,-45.2371,32.05,91,100,7.63,overcast clouds
548,Moura,PT,38.1401,-7.4486,57.2,100,90,13.8,mist
549,Puerto Ayacucho,VE,5.6639,-67.6236,90.03,54,100,5.95,overcast clouds
550,Bacolod,PH,10.6667,122.95,75.65,82,100,14.18,overcast clouds
551,Ahuimanu,US,21.4447,-157.8378,75.2,69,75,13.8,broken clouds
552,Djougou,BJ,9.7085,1.666,79.61,16,12,4.54,few clouds
553,Pervomayskoye,RU,43.919,46.7102,40.3,90,63,2.44,broken clouds
554,Katsuura,JP,35.1333,140.3,41.0,48,75,6.91,broken clouds
555,Flinders,AU,-34.5833,150.8552,68.0,89,89,1.01,overcast clouds
556,Stornoway,GB,58.2093,-6.3865,35.6,75,20,6.91,few clouds
557,Fortuna,US,40.5982,-124.1573,53.01,100,40,23.02,moderate rain
558,Boa Vista,BR,2.8197,-60.6733,93.2,43,75,17.27,broken clouds
559,Champerico,GT,14.3,-91.9167,91.4,52,20,9.22,few clouds
560,Husavik,IS,66.0449,-17.3389,3.2,85,0,4.61,clear sky
561,Ozu,JP,33.5,132.55,43.0,68,0,1.01,clear sky
562,Bardiyah,LY,31.7561,25.0865,64.33,46,0,13.96,clear sky
563,Phan Thiet,VN,10.9333,108.1,70.9,84,100,7.07,overcast clouds
564,Buchanan,LR,5.8808,-10.0467,80.6,89,75,7.45,broken clouds
565,Huaidian,CN,33.4333,115.0333,43.0,63,0,5.44,clear sky
566,Amot,NO,59.5714,7.9877,12.99,91,100,3.06,light snow
567,Santa Maria,BR,-29.6842,-53.8069,78.8,78,75,5.75,broken clouds
568,Nalut,LY,30.3333,10.85,53.42,53,47,12.53,scattered clouds
569,Altay,CN,47.8667,88.1167,15.17,66,90,2.91,overcast clouds
570,Mahibadhoo,MV,3.7833,72.9667,81.68,78,61,11.41,broken clouds
571,Camacha,PT,33.0833,-16.3333,60.8,88,20,6.91,few clouds
572,Bowling Green,US,36.9903,-86.4436,44.6,76,90,10.36,overcast clouds
573,Damietta,EG,31.4165,31.8133,62.6,77,0,6.91,clear sky
574,Giresun,TR,40.5,38.5,46.4,93,0,3.44,clear sky
575,Zhezkazgan,KZ,47.8043,67.7144,16.93,93,29,3.76,scattered clouds
576,Umm Kaddadah,SD,13.6017,26.6876,68.85,21,0,12.24,clear sky
577,Natalio,PY,-26.7167,-55.0833,72.46,98,100,2.59,overcast clouds
578,Dukat,RU,62.55,155.55,-42.39,79,100,5.5,overcast clouds
579,Peniche,PT,39.3558,-9.3811,59.0,100,95,17.0,overcast clouds
580,Santa Maria Del Oro,MX,25.9333,-105.3667,71.08,22,6,5.48,clear sky
581,Corinto,GR,37.9407,22.9573,61.0,77,75,14.97,broken clouds
582,La Ronge,CA,55.1001,-105.2842,15.8,86,89,4.61,overcast clouds
583,Boyolangu,ID,-8.1181,111.8935,75.09,89,100,3.69,light rain
584,Honningsvag,NO,70.9821,25.9704,26.6,86,90,14.97,snow
585,Ilmajoki,FI,62.7333,22.5667,16.0,92,90,2.3,light snow
586,Gasa,PS,31.5,34.4667,57.0,100,0,3.0,clear sky
587,Sarakhs,IR,36.5449,61.1577,44.6,76,0,2.3,clear sky
588,Isangel,VU,-19.55,169.2667,75.2,94,90,16.64,overcast clouds
589,Benoni,ZA,-26.1885,28.3208,64.99,87,91,7.0,light rain
590,Luderitz,NA,-26.6481,15.1594,67.1,69,1,23.64,clear sky
591,Egvekinot,RU,66.3167,-179.1667,-12.42,86,100,17.76,overcast clouds
592,Desaguadero,PE,-16.5656,-69.0417,60.19,46,13,7.83,few clouds
593,Jega,NG,12.2175,4.3792,78.87,16,0,8.46,clear sky
594,Loandjili,CG,-4.7561,11.8578,78.64,79,79,5.66,broken clouds
595,Isahaya,JP,32.8411,130.0431,46.0,75,33,8.99,scattered clouds
596,Mikhaylovskoye,RU,51.8239,79.7172,3.83,94,100,5.73,overcast clouds
597,Suntar,RU,62.1444,117.6319,-43.53,79,54,2.91,broken clouds
598,Bam,IR,29.106,58.357,53.51,43,0,1.9,clear sky
599,Touros,BR,-5.1989,-35.4608,84.2,61,20,17.27,few clouds
600,Whyalla,AU,-33.0333,137.5833,68.0,83,100,10.36,overcast clouds
601,Rundu,NA,-17.9333,19.7667,68.27,91,100,7.52,light rain
602,Ozinki,RU,51.1786,49.6769,24.71,98,100,16.82,overcast clouds
603,Silifke,TR,36.3778,33.9344,54.68,66,46,10.33,scattered clouds
604,Helong,CN,42.5397,128.9972,19.45,92,12,4.94,few clouds
605,Puerto Colombia,CO,10.9878,-74.9547,87.8,55,0,16.11,clear sky
606,Tisul,RU,55.7611,88.3122,-13.54,84,18,5.32,few clouds
607,Bathsheba,BB,13.2167,-59.5167,82.4,61,40,25.32,scattered clouds
608,Aviles,ES,43.5547,-5.9248,60.8,51,75,26.46,broken clouds
609,Praya,CV,14.9215,-23.5087,73.4,64,0,12.66,clear sky
610,Moron,AR,-34.6534,-58.6198,69.01,83,90,13.8,overcast clouds
611,Bairiki,KI,1.3292,172.9752,80.6,83,75,9.22,broken clouds
612,Aras,ES,42.5617,-2.356,57.2,62,0,11.5,clear sky
613,Pappadatai,GR,39.3133,20.7925,60.8,100,100,8.05,overcast clouds
614,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,85.89,66,100,6.67,overcast clouds
615,Pangnirtung,CA,66.1451,-65.7125,-5.8,84,75,2.98,light snow
616,Tiznit,MA,29.5833,-9.5,65.41,61,0,1.88,clear sky
617,Fairbanks,US,64.8378,-147.7164,-5.8,77,90,0.29,light snow
618,Verkhnevilyuysk,RU,63.4453,120.3167,-50.06,75,70,4.45,broken clouds
619,Vicosa Do Ceara,BR,-3.5622,-41.0922,80.85,67,61,3.33,light rain
620,Salinopolis,BR,-0.6136,-47.3561,82.8,73,13,12.19,few clouds
621,Linqing,CN,36.8456,115.7117,43.03,48,72,7.87,broken clouds
622,Bozeman,US,45.6796,-111.0386,37.99,51,1,3.44,clear sky
623,Falun,SE,60.6036,15.626,12.2,92,96,8.05,overcast clouds
624,Pilar,BR,-9.5972,-35.9567,82.4,74,75,12.66,broken clouds
625,Warrnambool,AU,-38.3833,142.4833,50.0,95,53,6.87,broken clouds
626,Troitsko-Pechorsk,RU,62.7084,56.1964,24.58,97,100,13.02,light snow
627,Dingle,PH,10.9995,122.6711,72.41,90,88,8.9,overcast clouds
628,Voi,KE,-3.3945,38.563,71.53,84,100,3.96,overcast clouds
629,At-Bashi,KG,41.1702,75.8106,20.19,76,100,1.39,overcast clouds
630,Baherden,TM,38.4362,57.4316,49.42,55,0,4.25,clear sky
631,Lazaro Cardenas,MX,17.9583,-102.2,83.01,64,2,8.95,clear sky
632,Labuhan,ID,-6.8844,112.2051,77.77,82,100,14.27,overcast clouds
633,Biak,ID,-0.9131,122.8766,76.42,80,100,4.45,overcast clouds
634,Puerto Cabezas,NI,14.0351,-83.3888,82.4,89,75,6.91,light intensity drizzle
635,Masiga,PH,13.3607,121.8278,73.99,86,68,4.0,broken clouds
636,Jumla,NP,29.2747,82.1838,32.76,70,0,3.27,clear sky
637,Agueda,PT,40.5772,-8.4444,57.99,93,60,1.01,broken clouds
638,Natal,BR,-5.795,-35.2094,86.0,62,40,18.41,scattered clouds
639,Kalispell,US,48.1958,-114.3129,35.01,75,90,0.34,overcast clouds
640,Oranjemund,NA,-28.55,16.4333,65.17,87,8,7.9,clear sky
641,Vostochnyy,RU,55.8167,37.8667,26.6,80,75,20.13,broken clouds
642,Vallenar,CL,-28.5708,-70.7581,85.89,26,0,12.84,clear sky
643,Bud,US,39.447,-86.1758,35.01,98,100,4.03,snow
644,Akropong,GH,5.9746,-0.0854,82.4,89,0,13.8,clear sky
645,Russell,US,32.3502,-85.1999,64.4,88,90,4.61,light rain
646,Savannah Bight,HN,16.45,-85.85,84.2,65,40,6.91,scattered clouds
647,Pelotas,BR,-31.7719,-52.3425,82.4,69,75,11.5,broken clouds
648,Lavrentiya,RU,65.5833,-171.0,-8.07,85,100,14.88,overcast clouds
649,Aykhal,RU,66.0,111.5,-40.02,79,100,9.73,overcast clouds
650,Pontianak,ID,-0.0333,109.3333,75.2,100,90,1.14,overcast clouds
651,Arrecife,ES,28.963,-13.5477,66.2,72,20,33.38,few clouds
652,Ayna,PE,-12.65,-73.9167,73.24,50,35,5.79,scattered clouds
653,Jabinyanah,TN,35.035,10.9081,59.0,44,40,11.5,scattered clouds
654,Shambu,ET,9.5667,37.1,57.67,40,0,1.03,clear sky
655,Chemal,RU,51.4111,86.005,16.88,86,35,6.04,scattered clouds
656,Mogok,MM,22.9167,96.5,53.35,65,29,1.63,scattered clouds
657,Humboldt,US,40.6665,-123.9178,53.01,100,40,23.02,moderate rain
658,Khani,GE,41.9563,42.9566,44.6,76,75,2.3,broken clouds
659,Luebo,CD,-5.35,21.4167,72.3,93,100,1.43,overcast clouds
660,Hamilton,US,39.1834,-84.5333,39.2,93,90,4.16,moderate rain
661,Neiafu,TO,-18.65,-173.9833,78.8,83,75,17.27,light rain
662,Tambopata,PE,-12.7333,-69.1833,91.4,58,40,5.75,scattered clouds
663,Policoro,IT,40.2115,16.6726,53.01,82,20,5.75,few clouds
664,Harnosand,SE,62.6323,17.9379,12.99,92,90,5.75,overcast clouds
665,Bermeo,ES,43.4209,-2.7215,53.01,100,20,6.91,few clouds
666,Pitea,SE,65.3172,21.4794,15.8,92,90,5.75,light snow
667,Zuwarah,LY,32.9312,12.082,58.77,56,66,2.04,broken clouds
668,Makaha,US,21.4694,-158.2175,75.2,94,40,4.61,scattered clouds
669,Balikpapan,ID,-1.2675,116.8289,73.74,91,99,5.28,overcast clouds
670,Paraiso,CR,9.8383,-83.8656,84.2,57,20,14.97,few clouds
671,Eureka,US,40.8021,-124.1637,54.0,82,90,9.22,overcast clouds
672,Veranopolis,BR,-28.9361,-51.5494,73.0,82,100,1.99,light rain
673,Uglovka,RU,58.2392,33.5108,17.19,97,80,7.58,broken clouds
674,Saurimo,AO,-9.6608,20.3916,67.03,92,100,3.38,overcast clouds
675,Henties Bay,NA,-22.116,14.2845,66.0,83,65,7.14,broken clouds
676,Sevlievo,BG,43.0258,25.1136,50.0,71,100,8.05,overcast clouds
677,Srednekolymsk,RU,67.45,153.6833,-24.57,86,100,5.64,light snow
678,Taian,CN,36.1853,117.12,38.41,63,18,3.8,few clouds
679,Puteyets,RU,65.1716,57.091,16.43,96,100,11.63,light snow
680,Rovaniemi,FI,66.5,25.7167,10.4,85,90,8.05,light snow
681,Mumbwa,ZM,-14.9783,27.0619,68.11,93,100,2.95,light rain
682,Turiacu,BR,-1.6633,-45.3717,83.26,72,60,7.63,broken clouds
683,Maun,BW,-19.9833,23.4167,71.6,100,75,3.44,broken clouds
684,Ambon,ID,-3.6954,128.1814,81.82,79,100,14.45,overcast clouds
685,Karasburg,NA,-28.0167,18.75,75.27,35,0,18.68,clear sky
686,Wukari,NG,7.85,9.7833,83.05,15,1,2.91,clear sky
687,Sinnamary,GF,5.3833,-52.95,79.47,77,32,14.92,scattered clouds
688,Beloha,MG,-25.1667,45.05,77.95,78,49,3.58,scattered clouds
689,Loa Janan,ID,-0.583,117.095,72.61,98,100,2.66,overcast clouds
690,Gigmoto,PH,13.7796,124.39,76.33,83,97,13.96,overcast clouds
691,Jawhar,SO,2.7809,45.5005,72.21,79,0,15.9,clear sky
692,Maracaibo,VE,10.6317,-71.6406,87.08,54,39,8.3,scattered clouds
693,Kuah,MY,6.3265,99.8432,80.6,69,20,2.3,few clouds
694,Nakusp,CA,50.2499,-117.8023,34.0,93,100,1.14,overcast clouds
695,Sokoto,NG,13.0609,5.239,76.3,17,0,7.76,clear sky
696,Brae,GB,60.3964,-1.353,32.0,80,0,11.5,clear sky
697,Komsomolskiy,UZ,40.4272,71.7189,39.2,60,100,2.3,mist
698,Quelimane,MZ,-17.8786,36.8883,79.11,87,0,4.85,clear sky
699,Aripuana,BR,-9.1667,-60.6333,89.69,56,49,2.28,light rain
